ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig)
2581,12/31/2016,10:34:14 AM,2900.9,1.69336,-29008.1,0.0508822,-0.615965,194.6,196,168.2,23.3,22.3,174.3,3.26927,454.56,0,3.89332,3.78476,671.482
2582,12/31/2016,10:42:34 AM,2899.99,1.69336,-29008.1,0.0509006,-0.614959,174.9,195.3,168.3,23.3,22.5,173.8,3.26927,455.055,0,3.89341,3.78511,672.4
2583,12/31/2016,10:50:54 AM,2899.07,1.69336,-29008.1,0.0509006,-0.615336,184.1,176.9,167.9,23.2,22.6,173.7,3.26927,452.439,0,3.89319,3.78429,672.4
2584,12/31/2016,10:59:14 AM,2899.99,1.69336,-28997.5,0.0509006,-0.61477,188.8,181.6,168,23.2,22.4,173.5,3.26927,452.934,0,3.89347,3.78487,672.4
2585,12/31/2016,11:07:34 AM,2900.9,1.69336,-29008.1,0.0509006,-0.615965,186.2,182,168,23.5,22.4,174.1,3.26927,453.94,0,3.89332,3.78487,673.319
2586,12/31/2016,11:15:54 AM,2900.9,1.69336,-29008.1,0.0509006,-0.615336,184.4,182.6,168.1,23.3,22.6,174.6,3.26927,455.055,0,3.89307,3.78452,673.319
2587,12/31/2016,11:24:14 AM,2900.9,1.69336,-28997.5,0.0509006,-0.614959,182.7,180.9,168.3,23,22.5,174.7,3.26927,455.906,0,3.89313,3.78457,673.319
2588,12/31/2016,11:32:34 AM,2898.16,1.69336,-29008.1,0.0509006,-0.615336,198.9,184,168.4,23,22.4,173.2,3.26927,454.56,0,3.89313,3.78511,674.237
2589,12/31/2016,11:40:54 AM,2899.99,1.69336,-29008.1,0.0508822,-0.615965,192,182.1,168.4,23.3,22.2,174.1,3.26927,454.9,0,3.89347,3.78498,674.237
2590,12/31/2016,11:49:14 AM,2899.99,1.69336,-29008.1,0.0509006,-0.615336,188.7,182.8,168.5,23.2,22.2,174.6,3.26927,455.906,0,3.89313,3.78441,674.237
2591,12/31/2016,11:57:34 AM,2902.12,1.69336,-28997.5,0.0509006,-0.614959,185.5,183.7,168.6,23.3,22.4,174.9,3.26927,456.634,0,3.89326,3.78503,674.237
2592,12/31/2016,12:05:54 PM,2899.07,1.69336,-28997.5,0.0508822,-0.615965,183.2,183.7,168.7,23.3,22.4,175.1,3.26927,457.144,0,3.89326,3.78465,675.155
2593,12/31/2016,12:14:14 PM,2899.99,1.69336,-29008.1,0.0509006,-0.615776,187.7,182.6,168.7,23.3,22.4,174.7,3.26927,456.401,0,3.89319,3.78441,675.155
2594,12/31/2016,12:22:34 PM,2898.16,1.69336,-29008.1,0.0509006,-0.61477,198.7,181.9,168.7,23.3,22.4,174.3,3.26927,455.674,0,3.89319,3.78503,675.155
2595,12/31/2016,12:30:54 PM,2900.9,1.69336,-29008.1,0.0509006,-0.615525,183,189.3,168.8,23.1,22.3,174.6,3.26927,456.293,0,3.89319,3.78476,675.155
2596,12/31/2016,12:39:14 PM,2897.24,1.69336,-29008.1,0.0509006,-0.61477,185.6,188.2,168.6,23,22.2,174.6,3.26927,456.03,0,3.89319,3.78476,676.073
2597,12/31/2016,12:47:35 PM,2898.16,1.69336,-28997.5,0.0509006,-0.61477,177.4,186.6,168.6,23.2,22.4,174.5,3.26927,456.401,0,3.89319,3.78435,675.155
2598,12/31/2016,12:55:54 PM,2899.99,1.69336,-28997.5,0.0509006,-0.615148,179.5,185.2,168.6,23,22.4,174.7,3.26927,456.293,0,3.89354,3.7847,676.073
2599,12/31/2016,1:04:14 PM,2899.07,1.69336,-28997.5,0.0509006,-0.615965,181.7,196,168.5,23.4,22.6,174.7,3.26927,455.798,0,3.89341,3.78503,676.073
2600,12/31/2016,1:12:34 PM,2900.9,1.69336,-28997.5,0.0508822,-0.615336,198.4,196.2,168.5,23.2,22.4,173.7,3.26927,454.173,0,3.89341,3.78511,676.073
2601,12/31/2016,1:20:54 PM,2900.9,1.69336,-28997.5,0.0509006,-0.615965,193,190.1,168.4,23.4,22.4,174.4,3.26927,454.56,0,3.89347,3.78476,676.073
2602,12/31/2016,1:29:14 PM,2898.16,1.69336,-28997.5,0.0509006,-0.61477,189,193.6,168.6,23.3,22.3,174.7,3.26927,455.674,0,3.89326,3.78476,676.073
2603,12/31/2016,1:37:34 PM,2899.07,1.69336,-29008.1,0.0509006,-0.615336,187,194.8,168.6,23.2,22.4,175,3.26927,456.293,0,3.89319,3.78441,676.073
2604,12/31/2016,1:45:54 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615776,193.3,195.4,168.8,23.2,22.4,174.3,3.26927,455.798,0,3.89326,3.78441,677.297
2605,12/31/2016,1:54:14 PM,2900.9,1.69336,-28997.5,0.0509006,-0.614959,189.6,194.4,168.8,23.2,22.4,174.7,3.26927,456.138,0,3.89319,3.78452,677.297
2606,12/31/2016,2:02:35 PM,2898.16,1.69336,-28997.5,0.0509006,-0.615148,186.7,194.1,168.8,23.4,22.4,175,3.26927,456.788,0,3.89347,3.7847,677.297
2607,12/31/2016,2:10:55 PM,2899.99,1.69336,-28997.5,0.0508822,-0.614959,184.8,194.3,168.8,23.2,22.4,175.2,3.26927,457.021,0,3.89319,3.78429,677.297
2608,12/31/2016,2:19:14 PM,2899.07,1.69336,-29008.1,0.0509006,-0.615148,189.6,196.7,168.9,23,22.3,174.4,3.26927,456.401,0,3.89354,3.78492,677.297
2609,12/31/2016,2:27:34 PM,2899.99,1.69336,-28997.5,0.0509006,-0.61477,186.7,182.5,168.9,23,22.2,175,3.26927,455.411,0,3.89326,3.78476,677.297
2610,12/31/2016,2:35:54 PM,2899.99,1.69336,-28997.5,0.0509006,-0.614959,184.6,182.1,169,23.3,22.4,175.2,3.26927,456.03,0,3.89332,3.78516,677.297
2611,12/31/2016,2:44:14 PM,2899.99,1.69336,-29008.1,0.0509006,-0.61477,182.8,180.7,169,23.4,22.4,175.2,3.26927,456.525,0,3.89307,3.78452,677.297
2612,12/31/2016,2:52:34 PM,2899.99,2.92456,-29008.1,0.0509006,-0.61477,180.7,195.4,169,23.3,22.4,175.2,3.26927,456.03,0,3.89319,3.78476,677.297
2613,12/31/2016,3:00:54 PM,2900.9,2.92456,-29008.1,0.0508822,-0.615336,183.6,193.6,169,23.3,22.2,174.8,3.26927,455.519,0,3.89332,3.78465,677.297
2614,12/31/2016,3:09:14 PM,2898.16,1.69336,-29008.1,0.0509006,-0.615525,188.5,193.1,168.9,23.3,22.3,174.5,3.26927,455.411,0,3.89326,3.78446,677.297
2615,12/31/2016,3:17:35 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615336,185.8,189.3,168.8,23.2,22.4,174.9,3.26927,454.668,0,3.89326,3.78465,676.073
2616,12/31/2016,3:25:55 PM,2899.99,1.69336,-29008.1,0.0508822,-0.61477,183.5,189.9,168.9,23.2,22.4,175.1,3.26927,455.411,0,3.89341,3.78481,676.073
2617,12/31/2016,3:34:15 PM,2898.16,1.69336,-28997.5,0.0509006,-0.615776,186.8,193,168.9,23.3,22.4,174.7,3.26927,455.411,0,3.89313,3.78481,676.073
2618,12/31/2016,3:42:35 PM,2898.16,1.69336,-29008.1,0.0509006,-0.61477,181.4,181.9,168.9,23.3,22.3,174.4,3.26927,454.668,0,3.89341,3.78487,676.073
2619,12/31/2016,3:50:54 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615525,180.4,182.4,168.8,23.3,22.4,174.7,3.26927,455.411,0,3.89347,3.7847,676.073
2620,12/31/2016,3:59:14 PM,2898.16,1.69336,-29008.1,0.0509006,-0.615336,185.4,181.7,168.8,23.2,22.4,174.8,3.26927,456.03,0,3.89332,3.78476,677.297
2621,12/31/2016,4:07:34 PM,2898.16,1.69336,-28997.5,0.0509006,-0.61477,199.4,181.8,168.9,23.2,22.3,173.8,3.26927,454.9,0,3.89326,3.78446,676.073
2622,12/31/2016,4:15:54 PM,2899.07,1.69336,-29008.1,0.0509006,-0.614959,193.3,182.7,168.8,23,22.3,174.5,3.26927,455.287,0,3.89326,3.78465,676.073
2623,12/31/2016,4:24:14 PM,2899.99,1.69336,-29008.1,0.0509006,-0.61477,189.5,183.3,168.8,23.2,22.4,174.8,3.26927,455.906,0,3.89332,3.78465,676.073
2624,12/31/2016,4:32:35 PM,2900.9,1.69336,-29008.1,0.0508822,-0.615525,187,184.8,168.8,23.3,22.3,174.9,3.26927,456.03,0,3.89341,3.78452,676.073
2625,12/31/2016,4:40:55 PM,2900.9,1.69336,-29008.1,0.0509006,-0.61477,185.3,184.3,168.8,23.2,22.4,175.1,3.26927,456.401,0,3.89319,3.78452,675.155
2626,12/31/2016,4:49:15 PM,2898.16,1.69336,-29008.1,0.0509006,-0.61477,195.4,186.3,168.8,23.2,22.3,173.6,3.26927,455.179,0,3.89326,3.7847,675.155
2627,12/31/2016,4:57:35 PM,2898.16,1.69336,-29008.1,0.0508822,-0.614959,196.8,185,168.7,23.3,22.3,174.4,3.26927,455.287,0,3.89332,3.78481,674.237
2628,12/31/2016,5:05:55 PM,2898.16,1.69336,-29008.1,0.0509006,-0.614959,191.2,181.9,168.8,23.2,22.4,174.9,3.26927,456.138,0,3.89326,3.78429,674.237
2629,12/31/2016,5:14:14 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615336,194.4,188.9,168.9,23.3,22.3,174.6,3.26927,456.138,0,3.89347,3.78487,674.237
2630,12/31/2016,5:22:34 PM,2900.9,1.69336,-29008.1,0.0509006,-0.61477,181.2,189.8,168.9,23.2,22.3,174,3.26927,455.411,0,3.89326,3.78487,674.237
2631,12/31/2016,5:30:54 PM,2899.07,1.69336,-29008.1,0.0509006,-0.615525,180.2,191.7,168.9,23.3,22.3,174.6,3.26927,456.169,0,3.89341,3.7847,673.319
2632,12/31/2016,5:39:14 PM,2897.24,1.69336,-29008.1,0.0509006,-0.615525,178.7,182.4,169,23.1,22.3,174.7,3.26927,455.287,0,3.89341,3.78446,673.319
2633,12/31/2016,5:47:34 PM,2899.07,1.69336,-28997.5,0.0508822,-0.614959,181.1,182.7,168.9,23.3,22.3,174.7,3.26927,455.287,0,3.89347,3.78452,673.319
2634,12/31/2016,5:55:55 PM,2898.16,1.69336,-29008.1,0.0508822,-0.614959,179.9,182.1,169,23.2,22.3,174.9,3.26927,456.03,0,3.89326,3.78457,673.319
2635,12/31/2016,6:04:15 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615336,182,183.4,168.9,23.2,22.3,174.7,3.26927,455.643,0,3.89347,3.78446,673.319
2636,12/31/2016,6:12:35 PM,2898.16,1.69336,-29008.1,0.0509006,-0.61477,200.4,183.5,168.7,23,22.3,173.8,3.26927,454.064,0,3.89347,3.78441,672.4
2637,12/31/2016,6:20:55 PM,2898.16,1.69336,-29008.1,0.0509006,-0.615336,174.6,186.4,168.7,23,22.3,173.6,3.26927,455.024,0,3.893,3.78418,672.4
2638,12/31/2016,6:29:15 PM,2900.9,1.69336,-28997.5,0.0508822,-0.615776,182.9,186.9,168.4,23.2,22.4,173.8,3.26927,454.064,0,3.89319,3.78465,672.4
2639,12/31/2016,6:37:35 PM,2898.16,1.69336,-29008.1,0.0509006,-0.615776,181.7,197.3,168.5,23.2,22.4,174.5,3.26927,454.56,0,3.89341,3.7847,672.4
2640,12/31/2016,6:45:54 PM,2900.9,1.69336,-28997.5,0.0508822,-0.615965,180.7,195.4,168.7,23.2,22.4,174.8,3.26927,455.287,0,3.89307,3.78503,672.4
2641,12/31/2016,6:54:14 PM,2899.07,1.69336,-28997.5,0.0509006,-0.614959,185.3,193.8,168.8,23.3,22.3,175,3.26927,455.906,0,3.89326,3.78481,672.4
2642,12/31/2016,7:02:34 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,186.9,193.8,168.9,23,22.3,173.8,3.26927,455.055,0,3.89313,3.78457,672.4
2643,12/31/2016,7:10:55 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615148,185.3,195.2,168.8,22.9,22.3,174.7,3.26927,455.643,0,3.89319,3.78405,671.482
2644,12/31/2016,7:19:15 PM,2899.99,1.69336,-28997.5,0.0509006,-0.615525,191,192.3,168.9,23.1,22.3,174.1,3.26927,455.179,0,3.89326,3.78457,671.482
2645,12/31/2016,7:27:35 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615776,187.3,193.6,168.9,23,22.3,174.7,3.26927,455.906,0,3.89313,3.7847,671.482
2646,12/31/2016,7:35:55 PM,2899.07,1.69336,-28997.5,0.0509006,-0.614959,195.5,190.2,168.9,23.1,22.3,174.1,3.26927,455.519,0,3.89326,3.78465,671.482
2647,12/31/2016,7:44:15 PM,2900.9,1.69336,-28997.5,0.0508822,-0.61477,190,183.7,169,23.1,22.3,174.8,3.26927,455.906,0,3.89319,3.78465,671.482
2648,12/31/2016,7:52:35 PM,2900.9,1.69336,-28997.5,0.0509006,-0.615965,188.5,188.7,169.1,23,22.4,175,3.26927,456.525,0,3.89319,3.78452,672.4
2649,12/31/2016,8:00:55 PM,2899.07,1.69336,-29008.1,0.0509006,-0.615525,179.7,198.1,169.3,23.2,22.4,174.8,3.26927,455.519,0,3.89319,3.7847,672.4
2650,12/31/2016,8:09:14 PM,2898.16,1.69336,-29008.1,0.0508822,-0.614959,189.7,195.8,169.2,23.1,22.4,174.1,3.26927,454.173,0,3.89332,3.78465,671.482
2651,12/31/2016,8:17:34 PM,2899.99,1.69336,-29008.1,0.0509006,-0.615336,185.9,193.6,169.1,23.1,22.4,174.7,3.26927,455.055,0,3.89326,3.78441,672.4
2652,12/31/2016,8:25:55 PM,2900.9,1.69336,-28997.5,0.0509006,-0.615525,191.9,191.8,169.1,23.3,22.4,174.4,3.26927,454.792,0,3.89326,3.7847,671.482
2653,12/31/2016,8:34:15 PM,2899.07,1.69336,-28997.5,0.0508822,-0.61477,183.3,192,168.9,23.2,22.3,173.8,3.26927,454.173,0,3.89341,3.78487,671.482
2654,12/31/2016,8:42:35 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615965,189.4,183.9,168.9,23.3,22.4,174.3,3.26927,454.792,0,3.89326,3.78487,671.482
2655,12/31/2016,8:50:55 PM,2897.24,1.69336,-29008.1,0.0508822,-0.614959,177.2,184.8,169.1,23.2,22.3,174.5,3.26927,455.519,0,3.89319,3.7847,671.482
2656,12/31/2016,8:59:15 PM,2897.24,1.69336,-29008.1,0.0509006,-0.61477,183,179.2,169.1,23.3,22.3,174.7,3.26927,455.519,0,3.89341,3.78481,672.4
2657,12/31/2016,9:07:35 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615965,177.8,182.8,169.2,23.2,22.4,174.7,3.26927,456.03,0,3.89307,3.78492,672.4
2658,12/31/2016,9:15:55 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615148,195,182.3,168.9,23.3,22.4,173.6,3.26927,453.94,0,3.89332,3.78481,671.482
2659,12/31/2016,9:24:15 PM,2899.99,1.69336,-28997.5,0.0508822,-0.615965,188.9,182.7,169,23,22.3,174.4,3.26927,455.179,0,3.89319,3.78457,671.482
2660,12/31/2016,9:32:34 PM,2898.16,1.69336,-28997.5,0.0509006,-0.615148,196.7,182.5,169,23.2,22.3,174.3,3.26927,455.024,0,3.89294,3.78359,671.482
2661,12/31/2016,9:40:54 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615525,193.5,182.1,168.9,23.2,22.3,174.3,3.26927,455.287,0,3.89294,3.78457,671.482
2662,12/31/2016,9:49:15 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615336,192.6,183.6,169.1,23.1,22.3,174.6,3.26927,456.138,0,3.89326,3.78476,672.4
2663,12/31/2016,9:57:35 PM,2898.16,1.69336,-29008.1,0.0509006,-0.61477,196.8,188.7,169.2,23.1,22.3,174.9,3.26927,456.401,0,3.89332,3.78441,672.4
2664,12/31/2016,10:05:55 PM,2900.9,1.69336,-29008.1,0.0508822,-0.615336,190.7,189.8,169.4,23,22.4,175.2,3.26927,457.021,0,3.89319,3.78452,672.4
2665,12/31/2016,10:14:15 PM,2899.99,1.69336,-28997.5,0.0508822,-0.615776,184.5,190.3,169.4,23.1,22.4,175,3.26927,457.021,0,3.89307,3.78435,672.4
2666,12/31/2016,10:22:35 PM,2897.24,1.69336,-29008.1,0.0509006,-0.615525,187.6,184.1,169.5,23.2,22.3,174.7,3.26927,455.519,0,3.89313,3.78441,673.319
2667,12/31/2016,10:30:55 PM,2898.16,1.69336,-28997.5,0.0509006,-0.61477,197,182.9,169.4,23.1,22.3,173,3.26927,453.677,0,3.89326,3.78457,673.319
2668,12/31/2016,10:39:15 PM,2899.99,1.69336,-28997.5,0.0509006,-0.615525,191.7,182.8,169.3,23.2,22.4,174.1,3.26927,454.56,0,3.8936,3.78522,672.4
2669,12/31/2016,10:47:35 PM,2900.9,1.69336,-29008.1,0.0508822,-0.615776,188.1,181.3,169.3,23.2,22.3,174.9,3.26927,455.674,0,3.89313,3.78441,672.4
2670,12/31/2016,10:55:55 PM,2899.07,1.69336,-28997.5,0.0508822,-0.61477,196.8,189.9,169.4,23.2,22.3,174.3,3.26927,455.519,0,3.89326,3.78481,673.319
2671,12/31/2016,11:04:15 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615965,178.1,190,169.4,23.2,22.3,173.9,3.26927,455.674,0,3.89341,3.78476,673.319
2672,12/31/2016,11:12:35 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615965,178,190.3,169.3,23,22.4,174.3,3.26927,455.674,0,3.89319,3.78441,673.319
2673,12/31/2016,11:20:55 PM,2900.9,1.69336,-29008.1,0.0509006,-0.61477,180.1,189.9,169.1,23.1,22.3,174.6,3.26927,455.798,0,3.89341,3.78487,673.319
2674,12/31/2016,11:29:15 PM,2899.07,1.69336,-28997.5,0.0508822,-0.615776,182.9,188.3,169.3,23.1,22.4,174.7,3.26927,455.906,0,3.89332,3.78457,673.319
2675,12/31/2016,11:37:35 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,187.8,187.5,169.3,23.2,22.3,175,3.26927,456.525,0,3.89332,3.7847,673.319
2676,12/31/2016,11:45:55 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615776,196.5,185.8,169.3,23.2,22.3,173.8,3.26927,455.179,0,3.89326,3.78465,673.319
2677,12/31/2016,11:54:15 PM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,192.2,196.8,169.2,23.1,22.3,174.7,3.26927,455.519,0,3.89332,3.78457,673.319
2678,1/1/2017,12:02:35 AM,2898.16,1.69336,-29008.1,0.0509006,-0.615965,185,197.3,169.4,23.2,22.4,173.8,3.26927,455.179,0,3.89326,3.78441,673.319
2679,1/1/2017,12:10:55 AM,2900.9,1.69336,-29008.1,0.0508822,-0.61477,177.1,195.5,169.2,23.2,22.4,174.2,3.28098,455.132,0,3.89319,3.78457,673.319
2680,1/1/2017,12:19:16 AM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,183.8,195,169,23.4,22.3,174.2,3.26927,454.792,0,3.89341,3.78476,673.319
2681,1/1/2017,12:27:35 AM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,182.5,194.7,169.1,23.3,22.3,174.7,3.26927,455.798,0,3.89307,3.78452,674.237
2682,1/1/2017,12:35:55 AM,2898.16,1.69336,-29008.1,0.0508822,-0.616154,185.9,192.6,169.1,23.3,22.4,174.4,3.26927,455.519,0,3.89332,3.78452,674.237
2683,1/1/2017,12:44:15 AM,2897.24,1.69336,-28997.5,0.0508822,-0.615776,191.3,194.9,169.2,23.3,22.3,174.1,3.26927,455.024,0,3.89313,3.78441,674.237
2684,1/1/2017,12:52:35 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,189.1,197.2,169.2,23,22.3,174.7,3.26927,455.674,0,3.89319,3.78413,674.237
2685,1/1/2017,1:00:55 AM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,173.4,194.4,169.3,23.2,22.3,173.5,3.26927,455.179,0,3.89313,3.78457,674.237
2686,1/1/2017,1:09:15 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,182,194.6,168.9,23.3,22.3,174.1,3.26927,454.637,0,3.89319,3.78446,674.237
2687,1/1/2017,1:17:35 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,181.5,194.6,168.9,23,22.3,174.1,3.26927,454.9,0,3.89319,3.78413,673.319
2688,1/1/2017,1:25:55 AM,2899.07,1.69336,-29008.1,0.0508822,-0.615965,180.1,193.1,168.9,23,22.3,174.6,3.26927,455.643,0,3.89326,3.78481,674.237
2689,1/1/2017,1:34:16 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615148,183.3,192.4,168.8,23.3,22.4,174.6,3.26927,455.643,0,3.89319,3.7847,674.237
2690,1/1/2017,1:42:36 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,182.5,190.6,168.9,23.2,22.4,175,3.26927,456.293,0,3.89319,3.78446,674.237
2691,1/1/2017,1:50:56 AM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,181.4,194.7,168.9,23.2,22.3,175.1,3.26927,456.525,0,3.89319,3.78452,673.319
2692,1/1/2017,1:59:15 AM,2899.07,1.69336,-29008.1,0.0508822,-0.615776,181.8,196.9,169,23.2,22.3,175.2,3.26927,456.634,0,3.89307,3.78441,673.319
2693,1/1/2017,2:07:35 AM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,188.4,176.6,168.9,23.2,22.3,175.1,3.26927,455.643,0,3.89313,3.78457,673.319
2694,1/1/2017,2:15:55 AM,2898.16,1.69336,-28997.5,0.0508822,-0.615148,193.1,183.2,169,23,22.3,175,3.26927,455.906,0,3.89313,3.78435,673.319
2695,1/1/2017,2:24:15 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615776,178.8,183.9,169.2,23,22.3,174.7,3.26927,456.169,0,3.89332,3.78435,673.319
2696,1/1/2017,2:32:35 AM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,178.2,185.6,169,23.3,22.4,174.7,3.26927,456.293,0,3.89354,3.7847,673.319
2697,1/1/2017,2:40:55 AM,2898.16,1.69336,-28997.5,0.0508822,-0.615336,186.2,196.6,168.8,23.1,22.4,174.3,3.26927,453.553,0,3.89347,3.78457,672.4
2698,1/1/2017,2:49:15 AM,2898.16,1.69336,-28997.5,0.0508822,-0.615776,183.8,191.4,168.9,23.2,22.3,174.7,3.26927,454.405,0,3.89326,3.78452,672.4
2699,1/1/2017,2:57:36 AM,2898.16,1.69336,-28997.5,0.0508822,-0.614959,182.2,193,168.9,23,22.4,174.9,3.26927,455.287,0,3.89326,3.78446,672.4
2700,1/1/2017,3:05:56 AM,2899.99,1.69336,-29008.1,0.0508822,-0.615776,180.4,194.6,169,23.2,22.4,174.9,3.26927,455.798,0,3.893,3.78446,672.4
2701,1/1/2017,3:14:16 AM,2897.24,1.69336,-29008.1,0.0508822,-0.61477,182.9,179.3,168.9,23.2,22.3,174.7,3.26927,454.668,0,3.89307,3.78435,672.4
2702,1/1/2017,3:22:35 AM,2900.9,1.69336,-28997.5,0.0508822,-0.615525,187.9,180.6,168.9,23.2,22.3,174.4,3.26927,454.405,0,3.89319,3.78435,671.482
2703,1/1/2017,3:30:55 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615336,183.9,194.4,168.8,23.3,22.3,174.8,3.26927,454.56,0,3.89319,3.78394,671.482
2704,1/1/2017,3:39:15 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615336,180.3,193.8,168.6,23.2,22.3,173.2,3.26927,452.934,0,3.89332,3.78452,671.482
2705,1/1/2017,3:47:35 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,187.7,194.7,168.6,23.1,22.3,174.1,3.26927,454.064,0,3.89319,3.78446,671.482
2706,1/1/2017,3:55:55 AM,2899.07,1.69336,-29008.1,0.0508822,-0.615965,177.3,193.1,168.5,23.1,22.3,174.3,3.26927,454.9,0,3.89313,3.78476,670.564
2707,1/1/2017,4:04:15 AM,2897.24,1.69336,-29008.1,0.0509006,-0.61477,181.2,194.7,168.5,23.2,22.4,174.5,3.26927,454.792,0,3.893,3.78441,670.564
2708,1/1/2017,4:12:36 AM,2897.24,1.69336,-28997.5,0.0508822,-0.615525,187.4,194.4,168.6,23.2,22.4,174.6,3.26927,455.411,0,3.893,3.78429,670.564
2709,1/1/2017,4:20:56 AM,2898.16,1.69336,-29008.1,0.0508822,-0.614959,194.1,193.4,168.8,23.2,22.4,174.8,3.26927,455.906,0,3.89319,3.78435,670.564
2710,1/1/2017,4:29:16 AM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,191.7,192.6,168.9,23.2,22.4,174.7,3.26927,456.293,0,3.893,3.7847,670.564
2711,1/1/2017,4:37:36 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615525,195.8,192.8,168.9,23.3,22.4,174.8,3.26927,456.525,0,3.89294,3.78457,670.564
2712,1/1/2017,4:45:56 AM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,186.2,181.6,168.9,23.2,22.3,173.2,3.26927,452.671,0,3.89326,3.78429,669.646
2713,1/1/2017,4:54:15 AM,2900.9,1.69336,-29008.1,0.0508822,-0.61477,182.9,182.1,168.5,23.3,22.3,174.3,3.26927,453.553,0,3.89332,3.78435,669.646
2714,1/1/2017,5:02:35 AM,2899.99,1.69336,-29008.1,0.0508822,-0.615148,186.7,183.6,168.5,23,22.3,174.2,3.26927,453.445,0,3.89319,3.78435,669.646
2715,1/1/2017,5:10:55 AM,2897.24,1.69336,-29008.1,0.0509006,-0.615148,192.5,183.2,168.3,23,22.4,173.5,3.26927,453.058,0,3.89326,3.78457,669.646
2716,1/1/2017,5:19:15 AM,2897.24,1.69336,-29008.1,0.0508822,-0.614959,180.4,182.1,168.5,23,22.3,173.8,3.26927,453.786,0,3.89326,3.78465,669.646
2717,1/1/2017,5:27:36 AM,2897.24,1.69336,-28997.5,0.0508822,-0.61477,187.6,188.2,168.3,23.2,22.4,174.3,3.26927,454.792,0,3.89326,3.78441,669.646
2718,1/1/2017,5:35:56 AM,2897.24,1.69336,-29008.1,0.0509006,-0.61477,192.5,188.9,168.5,23.2,22.4,174.4,3.26927,455.519,0,3.89319,3.78452,669.646
2719,1/1/2017,5:44:16 AM,2899.07,1.69336,-29008.1,0.0509006,-0.614959,190.7,194.9,168.6,23.1,22.4,174.5,3.26927,454.9,0,3.89307,3.78452,668.422
2720,1/1/2017,5:52:36 AM,2898.16,1.69336,-29008.1,0.0508822,-0.614959,194.6,193,168.7,22.9,22.3,174.6,3.26927,455.287,0,3.89287,3.78441,669.646
2721,1/1/2017,6:00:56 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,190.8,194.6,168.7,23.2,22.4,174.1,3.26927,455.333,0,3.89326,3.78429,669.646
2722,1/1/2017,6:09:16 AM,2899.07,1.69336,-28997.5,0.0508822,-0.615336,191,195.1,168.6,23.1,22.4,174.6,3.26927,455.519,0,3.89313,3.78418,668.422
2723,1/1/2017,6:17:35 AM,2899.99,1.69336,-29008.1,0.0508822,-0.615148,194.5,194.9,168.8,23.2,22.4,174.7,3.26927,455.906,0,3.89319,3.78481,669.646
2724,1/1/2017,6:25:55 AM,2897.24,1.69336,-28997.5,0.0508822,-0.614959,194.5,196.6,168.8,23.1,22.4,174.9,3.26927,456.401,0,3.89319,3.78487,669.646
2725,1/1/2017,6:34:15 AM,2899.07,1.69336,-29008.1,0.0508822,-0.61477,192,194.6,168.9,23.3,22.4,174.6,3.26927,455.906,0,3.89326,3.78465,669.646
